PartNumber_TLN_BOM,Ratings
MOD74027                 ,OTHER
MOD74053                 ,OTHER
NUT70228                 ,OTHER
PDU WAVESTAR OPTION C    ,OTHER
PNL09134                 ,OTHER
PNL11939                 ,OTHER
PNL18699                 ,OTHER
PNL58979                 ,OTHER
PNL65598                 ,OTHER
PNL67355                 ,OTHER
PNL69214                 ,OTHER
PNL70866-WH04            ,OTHER
PNL72359                 ,OTHER
PNL72977-WH04            ,OTHER
PNL73232-WH00            ,OTHER
REPOS/M4                 ,OTHER
Seismic Calculations     ,OTHER
Service Training         ,OTHER
UPGRADE Service          ,OTHER
VAR09821                 ,OTHER
WSH56405                 ,OTHER
WSH72657                 ,OTHER
XMR04668                 ,OTHER
XMR57846                 ,OTHER
11100231,300
12100183,400
12400007,400
11800047,500
11000260,300
12000174,400
12100152,400
11000262,288
11000263,288
11000267,50
11000268,50
14200012,600
14300006,400
11000266,225
11100254,225
12000173,250
12100173,225
11100245,300
11100248,300
11100249,300
11100250,300
11100251,300
12100174,400
12100180,400
14000066,150
12000166,225
11300223,600
11100229,150
11100230,150
12100153,225
11000270,150
11000271,150
12000177,225
11100258,400
11100238,300
11100240,300
12200079,225
11300222,750
11100246,300
14400099,250
11100247,100
11300232,500
11000269,300
11000258,150
11000272,50
11000273,150
11000274,150
11000275,50
11000276,150
11000277,100
11000278,225
11000279,300
11000280,50
11000281,100
11000282,100
11000283,100
11000284,225
11000285,225
11100227,100
11100228,100
11100239,400
11100253,200
11100256,150
11100257,150
11100260,300
11100261,100
11100262,400
11100263,150
11100264,300
11100265,288
11100266,300
11100267,300
11100268,300
11100269,225
11100270,225
11100271,300
11100272,225
11100275,225
11100276,225
11100277,225
11100278,300
11100283,300
11300219,1000
11300220,750
11300221,625
11300225,500
11300226,750
11300227,750
11300228,750
11300230,450
11300237,600
11300239,400
11700024,225
11700025,225
11800046,500
11900010,100
12000171,225
12000175,225
12000176,225
12000178,225
12000180,225
12000181,225
12000182,225
12100156,225
12100175,400
12100176,225
12100178,225
12100179,225
12100181,225
12100182,225
12100184,225
12100185,225
12100186,225
12200077,225
12200078,400
12200080,225
12200082,400
12200083,400
12200087,225
12200088,400
12200089,225
12200090,400
12600021,400
14000065,150
14000067,600
14017064,150
14400100,600
14400101,1200
14400102,600
14400103,1200
14400104,400
14400105,1200
14400106,400
14400107,1200
14400110,800
14400108,600
14400109,600
11100273,125
11100279,150
11100280,150
14000060,150
14000069,400
14000070,400
14000071,250
14100013,400
12000184,225
12000185,225
12000186,400
12100187,225
12100189,225
12200091,225
12200092,225
12200095,225
12600022,400
14000072,600
14400113,800
11000286,50
11000287,300
11000288,300
11000289,50
11000290,75
11100282,300
11100284,125
11100285,225
11100286,225
11300242,500
11300243,625
14000073,600
14300007,600
14300009,250
14300010,400
14300011,600
14300012,250
14400111,400
14400112,250
IND-1004532500-11-GY05,2500
12100188,600
