Index,Product_M2M,PartNum_Comp,PartNumber_BOM_BOM,Match,Component,Component_Description,End of Prod,Status,Life__Years,EOSL,flag_raise_in_gp,Remark,MCCB or MCSW,Input CB,AMP Trip,kAIC @ Voltage,"Rated, Trip",kVA,MFR,drop,date_greater_than,change_component_to,change_status_to,change_life_years_to,change_eosl_to
3,,MOD65772:BCMS,MOD65772,exact,BCMS,KIT 480V SYNC CIR 2 LOCK SKK 24DC,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65776-024:BCMS,MOD65776-024,exact,BCMS,"STARTER RAIL,24"" IG KIT,600-1000A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65776-036:BCMS,MOD65776-036,exact,BCMS,"STARTER RAIL,36"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65776-055:BCMS,MOD65776-055,exact,BCMS,"STARTER RAIL,55"" IG KIT,600-1000A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65776-072:BCMS,MOD65776-072,exact,BCMS,"STARTER RAIL,72"" IG KIT,600-1000A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65776-120:BCMS,MOD65776-120,exact,BCMS,"STARTER RAIL,120"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65776-132:BCMS,MOD65776-132,exact,BCMS,"STARTER RAIL,132"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65777-099:BCMS,MOD65777-099,exact,BCMS,"STRAIGHT RAIL,99"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65777-103:BCMS,MOD65777-103,exact,BCMS,"STRAIGHT RAIL,103"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65777-118:BCMS,MOD65777-118,exact,BCMS,"STRAIGHT RAIL,118"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65777-120:BCMS,MOD65777-120,exact,BCMS,"STRAIGHT RAIL,120"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65777-144:BCMS,MOD65777-144,exact,BCMS,"STRAIGHT RAIL,144"" IG KIT, 800A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65778:BCMS,MOD65778,exact,BCMS,"ASY,BSWY,ENDFEED,400A,COMM,SHRD",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65791-WH04:BCMS,MOD65791-WH04,exact,BCMS,"DOOR ASSY,MAIN,LEFT",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65796-WH04:BCMS,MOD65796-WH04,exact,BCMS,"KIT,DEADFRONT SUBFEED L-FRAME BOLT",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65811:BCMS,MOD65811,exact,BCMS,"KIT,ACC,LDN36400-Electronic,CB,BUS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD65970:BCMS,MOD65970,exact,BCMS,FB CABLE CART ASSEMBLY KIT,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66012:BCMS,MOD66012,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66013:BCMS,MOD66013,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66014:BCMS,MOD66014,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66015:BCMS,MOD66015,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66016:BCMS,MOD66016,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66023:BCMS,MOD66023,exact,BCMS,UBS UPGRADE,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66030:BCMS,MOD66030,exact,BCMS,"TVSS ASSY,SP200KA",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66064:BCMS,MOD66064,exact,BCMS,"ASY, DOR, SCR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66108:BCMS,MOD66108,exact,BCMS,"PP2,SC12,MTG,SIDECR,OUTP ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66122:BCMS,MOD66122,exact,BCMS,"KIT,PH2,500KVA,SOLID SKIRT",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66153:BCMS,MOD66153,exact,BCMS,"ASY, CHS, 600A, STS-E",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66170:BCMS,MOD66170,exact,BCMS,"KIT,MAIN,3000A,J-FRAME PDU",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66196-BK00:BCMS,MOD66196-BK00,exact,BCMS,"PP2,SC24-RH,FR,2-SQD 2-42P PNL ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66196-WH00:BCMS,MOD66196-WH00,exact,BCMS,"PP2,SC24-RH,FR,2-SQD 2-42P PNL ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66206-BK00:BCMS,MOD66206-BK00,exact,BCMS,"PP2,SC24-LH,FR,2-SQD 2-42P PNL ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66206-WH00:BCMS,MOD66206-WH00,exact,BCMS,"PP2,SC24-LH,FR,2-SQD 2-42P PNL ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66210-BK00:BCMS,MOD66210-BK00,exact,BCMS,"PP2,SC24,VENTED SIDE COVER ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66210-WH00:BCMS,MOD66210-WH00,exact,BCMS,"PP2,SC24,VENTED SIDE COVER ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66284:BCMS,MOD66284,exact,BCMS,AUX/BEL DRY CONTACT KIT FOR PH2 8CB,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66285:BCMS,MOD66285,exact,BCMS,L-FRAME SUBFEED REPLACEMENT KIT,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66293:BCMS,MOD66293,exact,BCMS,ENCLOSURE W/A 90X40X36,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66293-GYO5:BCMS,MOD66293-GYO5,exact,BCMS,ENCLOSURE W/A 90X40X36,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66299:BCMS,MOD66299,exact,BCMS,"KIT,BUSBAR EXTENSION SUPPORT",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66314:BCMS,MOD66314,exact,BCMS,"MODULE, CF, 800A, BUSWAY, NO-COMM",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66356:BCMS,MOD66356,exact,BCMS,"BUSWAY, EL-TEE, 400A, NOSE RAIL",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66397:BCMS,MOD66397,exact,BCMS,"WS,10 INCH SCREEN ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66407-250A:BCMS,MOD66407-250A,exact,BCMS,"SCR ASY,250A,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66407-400A:BCMS,MOD66407-400A,exact,BCMS,"SCR ASY,400A,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66407-600A:BCMS,MOD66407-600A,exact,BCMS,"SCR ASY,600A,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66408-WH:BCMS,MOD66408-WH,exact,BCMS,"ASY, CKB DOR AND CVR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66409-5S:BCMS,MOD66409-5S,exact,BCMS,"KIT,CKB, 600A, 1 ISO",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66409T:BCMS,MOD66409T,exact,BCMS,"NETA,CKB, 600A, 2 ISO",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66441:BCMS,MOD66441,exact,BCMS,FACEBOOK RPP & BYPASS RETROFIT,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66454-WH04:BCMS,MOD66454-WH04,exact,BCMS,PH2 FLOORSKIRT KIT&FRONT REAR ONLY,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66490:BCMS,MOD66490,exact,BCMS,CORESITE 1125KVA PDU REWORK KIT,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66491:BCMS,MOD66491,exact,BCMS,"DLR 6-SF VENTED SC UPG, NO SIDECAR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66492:BCMS,MOD66492,exact,BCMS,"DLR 8-SF VENTED SC UPG, NO SIDECAR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66505:BCMS,MOD66505,exact,BCMS,"ASY,HEATSINK W/SCR, 1000A,600VAC",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66506:BCMS,MOD66506,exact,BCMS,"ASY,HEATSINK W/SCR, 1000A,600VAC",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66507:BCMS,MOD66507,exact,BCMS,"ASY,HEATSINK W/SCR, 1000A,480VAC",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66508:BCMS,MOD66508,exact,BCMS,"ASY,HEATSINK W/SCR, 1000A,480VAC",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66520:BCMS,MOD66520,exact,BCMS,"BUSWAY, 800A CENTERFEED JUMPER KIT",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66547:BCMS,MOD66547,exact,BCMS,"BRACKETS @ 65K,600A,ABB",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD17682:BCMS,MOD17682,contains,BCMS,"WMRPP-(1)J-FRAME ,7"" CTS,UPGRADE",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66581:BCMS,MOD66581,exact,BCMS,"PDU,CTRL,ASSY VLC-1600/WAVESTAR",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66581-BK01:BCMS,MOD66581-BK01,exact,BCMS,"PDU,CTRL,ASSY VLC-1600/WAVESTAR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66581-WH04:BCMS,MOD66581-WH04,exact,BCMS,"PDU,CTRL,ASSY VLC-1600/WAVESTAR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66637:BCMS,MOD66637,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66638:BCMS,MOD66638,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66639:BCMS,MOD66639,exact,BCMS,"KIT,KIRK KEY SYNC INTERLOCK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66645:BCMS,MOD66645,exact,BCMS,"KIT,MESH PANEL PROTECTION ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66647-400A-CKB:BCMS,MOD66647-400A-CKB,exact,BCMS,"ASY,ABB CKB, 400A, 2 ISO, STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66647-5S:BCMS,MOD66647-5S,exact,BCMS,"ASY,ABB MCSW, 600A, 1 ISO, STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66647-CKB:BCMS,MOD66647-CKB,exact,BCMS,"ASY,ABB CKB, 600A, 2 ISO, STS-E",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66647T:BCMS,MOD66647T,exact,BCMS,"NETA ASY,ABB MCSW, 600A, 2 ISO, STS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66651-WH00:BCMS,MOD66651-WH00,exact,BCMS,"PP2,SC12,2-SQD NQ 225A 42P PNL ASSY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66656:BCMS,MOD66656,exact,BCMS,"STS,600A & 400A W/OUT CT & CB,STD",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66667:BCMS,MOD66667,exact,BCMS,"KIT, TOP ENTRY BUS W/O ISO GROUND",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66673:BCMS,MOD66673,exact,BCMS,ENCLOSURE W/A 90X30X36,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66675-GY05:BCMS,MOD66675-GY05,exact,BCMS,BASE W/ CONDUIT W/A 30X36,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66675-GY06:BCMS,MOD66675-GY06,exact,BCMS,BASE W/ CONDUIT W/A 30X36,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66688:BCMS,MOD66688,exact,BCMS,PCB08555/PCB08553,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66690:BCMS,MOD66690,exact,BCMS,"ASY,ACC,,,SEISMIC BRCING LF/RT BRK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66691:BCMS,MOD66691,exact,BCMS,"ASY,CT,NF42,INFINITY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66754:BCMS,MOD66754,exact,BCMS,"ASY, DF, 1000A, E-STS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763:BCMS,MOD66763,exact,BCMS,"ASY,SCR W/SNBER,1000A,480VAC,E-STS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763-10XA:BCMS,MOD66763-10XA,exact,BCMS,"SCR ASY,10XA,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763-10XA/ABB/BB:BCMS,MOD66763-10XA/ABB/BB,exact,BCMS,"SCR ASY,10XA,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763-10XA/ABB/TT:BCMS,MOD66763-10XA/ABB/TT,exact,BCMS,"SCR ASY,10XA,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763-800A:BCMS,MOD66763-800A,exact,BCMS,"SCR ASY,800A,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763-800A/ABB/BB:BCMS,MOD66763-800A/ABB/BB,exact,BCMS,"SCR ASY,800A,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66763-800A/ABB/TT:BCMS,MOD66763-800A/ABB/TT,exact,BCMS,"SCR ASY,800A,480V,STS-E",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66770:BCMS,MOD66770,exact,BCMS,"ASY,CKB, 1000A",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66772:BCMS,MOD66772,exact,BCMS,"ASY, BUS, INPUT/OUTPUT, 1000A,E-STS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66773:BCMS,MOD66773,exact,BCMS,"ASY,CT,1200A,STS-E, BB",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66777:BCMS,MOD66777,exact,BCMS,"ASY,BRACE,CBL,1000A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66777-1000A:BCMS,MOD66777-1000A,exact,BCMS,"ASY,BRACE,CBL,BB",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66777-1200A:BCMS,MOD66777-1200A,exact,BCMS,"ASY,BRACE,CBL,BB",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66786:BCMS,MOD66786,exact,BCMS,"PP2, PNL, THRU PLATE, 400A NQ PB",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66813:BCMS,MOD66813,exact,BCMS,"ASSY, GE MAIN DOOR LH",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66844:BCMS,MOD66844,exact,BCMS,DUALINPUT CB STATUS ONMGG REWRK KIT,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66851:BCMS,MOD66851,exact,BCMS,BACNET MODIFICATION KITFOR T-MOBILE,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66881:BCMS,MOD66881,exact,BCMS,Test,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66896:BCMS,MOD66896,exact,BCMS,"CMP, DF, BKT's (6) MCSW, T6 FRAME",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66897:BCMS,MOD66897,exact,BCMS,"KIT,ACC,,,STS,ENHANCE CB,800A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66898:BCMS,MOD66898,exact,BCMS,"KIT,ACC,,,65K KIT,800A WS STS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66899:BCMS,MOD66899,exact,BCMS,"KIT,ACC,,,65K KIT WS STS 600A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66899-ABB:BCMS,MOD66899-ABB,exact,BCMS,"KIT,ACC,,,65K KIT WS STS 600A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66899-ABB-XT5:BCMS,MOD66899-ABB-XT5,exact,BCMS,"KIT,ACC,,,65K KIT WS STS 600A XT5",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66900:BCMS,MOD66900,exact,BCMS,"KIT,ACC,,,65K KIT FOR WS STS,250A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66901:BCMS,MOD66901,exact,BCMS,"KIT,ACC,,,65K KIT WS STS,400A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66902:BCMS,MOD66902,exact,BCMS,"KIT,ACC,,,UPPER & LOWER FAN MOD",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66902-208/480V:BCMS,MOD66902-208/480V,exact,BCMS,"KIT,ACC,,,UPPER & LOWER FAN MOD",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66902-600V:BCMS,MOD66902-600V,exact,BCMS,"KIT,ACC,,,UPPER & LOWER FAN MOD",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66903:BCMS,MOD66903,exact,BCMS,"KIT,ACC,,,STS,FAN ACCS,800A & BELOW",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66903-208/480V:BCMS,MOD66903-208/480V,exact,BCMS,"KIT,ACC,,,STS,FAN ACCS,800A & BELOW",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66903-600V:BCMS,MOD66903-600V,exact,BCMS,"KIT,ACC,,,STS,FAN ACCS,800A & BELOW",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66905:BCMS,MOD66905,exact,BCMS,"KIT,ACC,,,LOGIC BOX MOD,STS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD66914:BCMS,MOD66914,exact,BCMS,MC TEST,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67016-LH:BCMS,MOD67016-LH,exact,BCMS,ABC,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67035:BCMS,MOD67035,exact,BCMS,"ASSEMBLY, PDU FRAME RIVET",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67035-BK01:BCMS,MOD67035-BK01,exact,BCMS,"ASSEMBLY, PDU FRAME RIVET",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67048:BCMS,MOD67048,exact,BCMS,WS INFINITY BCMS MODULE,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67048-1:BCMS,MOD67048-1,exact,BCMS,"WSI BCMS MODULE, PWS1",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67048-2:BCMS,MOD67048-2,exact,BCMS,"WSI BCMS MODULE, PWS2",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67050:BCMS,MOD67050,exact,BCMS,PM8000 digital i\O option kit,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67072:BCMS,MOD67072,exact,BCMS,"CKB DOR AND CVR, 1000A E-STS, WH",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67072-BK:BCMS,MOD67072-BK,exact,BCMS,"CKB DOR AND CVR, 1000A E-STS, BK",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67072-WH:BCMS,MOD67072-WH,exact,BCMS,"CKB DOR AND CVR, 1000A E-STS, WH",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67086:BCMS,MOD67086,exact,BCMS,MICROSFT PANELS FUEL KIT,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67096:BCMS,MOD67096,exact,BCMS,"KIT, FUSE, WS INFINITY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67098:BCMS,MOD67098,exact,BCMS,OBS- NOW COLOR SPECIFIC,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67098-BK00:BCMS,MOD67098-BK00,exact,BCMS,"KIT,DISPLAY,WS INFINITY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67098-WH00:BCMS,MOD67098-WH00,exact,BCMS,"KIT,DISPLAY,WS INFINITY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67110:BCMS,MOD67110,exact,BCMS,"ASSY,PDU FRAME",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67119-BK01:BCMS,MOD67119-BK01,exact,BCMS,"KIT,HINGED TB BRACKET LF SIDE ONLY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67119-WH04:BCMS,MOD67119-WH04,exact,BCMS,"KIT,HINGED TB BRACKET LF SIDE ONLY",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67145:BCMS,MOD67145,exact,BCMS,"ENC ASY, MOBILE RPP",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67145-BK00:BCMS,MOD67145-BK00,exact,BCMS,"ENC ASY, MOBILE RPP",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67151:BCMS,MOD67151,exact,BCMS,"ENC ASY, MOBILE RPP",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67152-BK01:BCMS,MOD67152-BK01,exact,BCMS,BASE WELDED,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67162-GY05:BCMS,MOD67162-GY05,exact,BCMS,ENCLOSURE 50X45X66,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67168:BCMS,MOD67168,exact,BCMS,XFMR BASE WELDMENT,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67171:BCMS,MOD67171,exact,BCMS,"ASSY,XFMR FRAME RIVET",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67175-XX:BCMS,MOD67175-XX,exact,BCMS,SENSOR PT100 CONTROL BOX,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67176-XX:BCMS,MOD67176-XX,exact,BCMS,THERMOGUARD KIT AND CONTROL BOX,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67188:BCMS,MOD67188,exact,BCMS,"KIT,M-FRAME W/R-FRAME OUT/OUT EXP",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67189:BCMS,MOD67189,exact,BCMS,"KIT,SUBFEED MOUNTING M-FRAME",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67190:BCMS,MOD67190,exact,BCMS,"KIT,MAIN BUS 2000A,M-FRAME",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67191:BCMS,MOD67191,exact,BCMS,"BUS,PH B,MAIN OUT,2000A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67192:BCMS,MOD67192,exact,BCMS,"BUS,PH A,MAIN OUT,2000A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67193:BCMS,MOD67193,exact,BCMS,"BUS,PH C,MAIN OUT,2000A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67207:BCMS,MOD67207,exact,BCMS,"KIT,BUS,GND,24"" SIDECAR",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67229:BCMS,MOD67229,exact,BCMS,"Kit, TVSS, 4W, 208V, 200KA, Mersen",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67239:BCMS,MOD67239,exact,BCMS,"LKO II,CB MOD,250A MERLIN Tested",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67240:BCMS,MOD67240,exact,BCMS,"LKO II,CB MOD,400A MERLIN Tested",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67241:BCMS,MOD67241,exact,BCMS,"CMP, DF, BKTs (6) MCSW, T6 Tested",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67245:BCMS,MOD67245,exact,BCMS,"KIT,M-FRAME,DIST,BUS",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67246-BK01:BCMS,MOD67246-BK01,exact,BCMS,"KIT,DEADFRONT SUBFEED M FRAME",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67251:BCMS,MOD67251,exact,BCMS,"KIT,DEADFRONT SUBFEED J & L FRAME",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67251-WH04:BCMS,MOD67251-WH04,exact,BCMS,"KIT,DEADFRONT SUBFEED J & L FRAME",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67253:BCMS,MOD67253,exact,BCMS,"KIT,MAIN BUS 1000A J & L FRAME",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67273:BCMS,MOD67273,exact,BCMS,PCB65509 LKOII STS retrofit kit,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67277:BCMS,MOD67277,exact,BCMS,"BUS ASSY,OUT MAIN J & L FRAME PH-A",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67281:BCMS,MOD67281,exact,BCMS,"BUS ASSY,OUT MAIN J & L FRAME PH-B",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67288:BCMS,MOD67288,exact,BCMS,"BUS ASSY,OUT MAIN J & L FRAME PH-C",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67299:BCMS,MOD67299,exact,BCMS,BRANCH CB ASSY L-BOLT,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67303:BCMS,MOD67303,exact,BCMS,"KIT, PHASE BARRIERS L-BOLT",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67306:BCMS,MOD67306,exact,BCMS,L-BOLT W/ DUAL INPUT MOUNTING,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67307:BCMS,MOD67307,exact,BCMS,"KIT,SUBFEED MOUNTING L-BOLT",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67320:BCMS,MOD67320,exact,BCMS,SCR KIT 800A AND BELOW SCR12222,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67324:BCMS,MOD67324,exact,BCMS,INPUT CB ASSY,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,MOD67327-BK01:BCMS,MOD67327-BK01,exact,BCMS,"KIT,DEADFRONT SUB K FRAME,BOLT ON",,Active,10,,TRUE,,,,,,,,,,,,,,
