Index,Product_M2M,PartNum_Comp,PartNumber_BOM_BOM,Match,Component,Component_Description,End of Prod,Status,Life__Years,EOSL,flag_raise_in_gp,Remark,MCCB or MCSW,Input CB,AMP Trip,kAIC @ Voltage,"Rated, Trip",kVA,MFR,drop,date_greater_than,change_component_to,change_status_to,change_life_years_to,change_eosl_to
3,,TVS06944:SPD,TVS06944,exact,SPD,TS200-480Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06945:SPD,TVS06945,exact,SPD,TS200-480D,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06946:SPD,TVS06946,exact,SPD,TS200-240SP-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06947:SPD,TVS06947,exact,SPD,TS200-208Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06948:SPD,TVS06948,exact,SPD,TS200-480Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06949:SPD,TVS06949,exact,SPD,TS200-480D-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06950:SPD,TVS06950,exact,SPD,TS400-P-480D,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06986:SPD,TVS06986,exact,SPD,TS100-P-240SP,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06987:SPD,TVS06987,exact,SPD,TS100-P-208Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06988:SPD,TVS06988,exact,SPD,TS100-P-480Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06989:SPD,TVS06989,exact,SPD,TS100-P-480D,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06990:SPD,TVS06990,exact,SPD,TS200-P-240SP,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06991:SPD,TVS06991,exact,SPD,TS200-P-208Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06992:SPD,TVS06992,exact,SPD,TS200-P-480Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06993:SPD,TVS06993,exact,SPD,TS200-P-480D,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06994:SPD,TVS06994,exact,SPD,TS300-P-240SP,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06995:SPD,TVS06995,exact,SPD,TS300-P-208Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06996:SPD,TVS06996,exact,SPD,TS300-P-480Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06997:SPD,TVS06997,exact,SPD,TS300-P-480D,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06998:SPD,TVS06998,exact,SPD,TS400-P-240SP,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS06999:SPD,TVS06999,exact,SPD,TS400-P-208Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07000:SPD,TVS07000,exact,SPD,TS400-P-480Y                       ,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07001:SPD,TVS07001,exact,SPD,TS600-P-208Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07002:SPD,TVS07002,exact,SPD,TS600-P-480Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07003:SPD,TVS07003,exact,SPD,TS600-P-480D,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07004:SPD,TVS07004,exact,SPD,TS100-P-240SP-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07005:SPD,TVS07005,exact,SPD,TS100-P-208Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07006:SPD,TVS07006,exact,SPD,TS100-P-480Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07007:SPD,TVS07007,exact,SPD,TS100-P-480D-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07008:SPD,TVS07008,exact,SPD,TS200-P-240-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07009:SPD,TVS07009,exact,SPD,TS200-P-208Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07010:SPD,TVS07010,exact,SPD,TS200-P-480Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07011:SPD,TVS07011,exact,SPD,TS200-P-480D-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07012:SPD,TVS07012,exact,SPD,TS300-P-240SP-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07013:SPD,TVS07013,exact,SPD,TS300-P-208Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07014:SPD,TVS07014,exact,SPD,TS300-P-480Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07015:SPD,TVS07015,exact,SPD,TS300-P-480D-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07016:SPD,TVS07016,exact,SPD,TS400-P-240SP-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07017:SPD,TVS07017,exact,SPD,TS400-P-208Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07018:SPD,TVS07018,exact,SPD,TS400-P-480Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07019:SPD,TVS07019,exact,SPD,TS400-P-480D-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07020:SPD,TVS07020,exact,SPD,TS600-P-208Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07021:SPD,TVS07021,exact,SPD,TS600-P-480Y-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07022:SPD,TVS07022,exact,SPD,TS600-P-480D-DS,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07194:SPD,TVS07194,exact,SPD,TS300-PBF-240SP,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07195:SPD,TVS07195,exact,SPD,TS300-PBF-208Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07196:SPD,TVS07196,exact,SPD,TS300-PBF-480Y,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07197:SPD,TVS07197,exact,SPD,Option A Form C Dry Contacts (DCO),,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07198:SPD,TVS07198,exact,SPD,Option B Digital Surge Counter wDCO,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07199:SPD,TVS07199,exact,SPD,Opt C Audible Alarm Silence Switch,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07200:SPD,TVS07200,exact,SPD,Opt D Integral Fused Disconnect,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07201:SPD,TVS07201,exact,SPD,Option F Integral Fused Disconnect,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07202:SPD,TVS07202,exact,SPD,Option G Remote Status Monitor,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07203:SPD,TVS07203,exact,SPD,Option A Form C Dry Contacts wDCO,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07204:SPD,TVS07204,exact,SPD,Option B Digital Surge Counter,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07205:SPD,TVS07205,exact,SPD,Opt C Audible Alarm Silence Switch,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07206:SPD,TVS07206,exact,SPD,Opt D Integral Non-Fused Disonnect,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07207:SPD,TVS07207,exact,SPD,Opt F Integral Fused Disconnect,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07208:SPD,TVS07208,exact,SPD,Option H Spare Module,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07209:SPD,TVS07209,exact,SPD,Option H Spare Module,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07210:SPD,TVS07210,exact,SPD,Option A Form C Dry Contacts DCO,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07211:SPD,TVS07211,exact,SPD,Option G Remote Status Monitor DCO,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS07212:SPD,TVS07212,exact,SPD,Option H Spare Module,,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS11146:SPD,TVS11146,exact,SPD,"TVSS, 225kA, 208/120               ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS11192:SPD,TVS11192,exact,SPD,"MOV,200kA,120/208V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS11388:SPD,TVS11388,exact,SPD,"MOV,200kA,480V,3D",2022,Obsoleted,10,,TRUE,,,,,,,,,,,,,,
3,,TVS12262:SPD,TVS12262,exact,SPD,"MOV,100kA,120/208V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS13192:SPD,TVS13192,exact,SPD,"TVSS,MODEL-TK-LP080-3Y208-FL",,Obsolete,10,,TRUE,,,,,,,,,,,,,,
3,,TVS13386:SPD,TVS13386,exact,SPD,"MOV,200kA,277/480V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS13388:SPD,TVS13388,exact,SPD,"TVSS,RAYCAP,MODEL-AM7100-V-3WG-07  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS13720:SPD,TVS13720,exact,SPD,"150KA,220/380V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS13798:SPD,TVS13798,exact,SPD,"MOV,100kA,277/480V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS16686:SPD,TVS16686,exact,SPD,"MOV,70kA,480/600V,3P",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS16870:SPD,TVS16870,exact,SPD,"SPD, 208/120V, 70kA, TYPE 2        ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS30375:SPD,TVS30375,exact,SPD,"SURGE, 208/120V, 3PH WYE, 50KA, MON",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS56396:SPD,TVS56396,exact,SPD,"MOV,40kA,600Y/347V,3P",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS57297:SPD,TVS57297,exact,SPD,"MOV,200KA,120/208V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS57298:SPD,TVS57298,exact,SPD,"MOV,100KA,120/208V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS57299:SPD,TVS57299,exact,SPD,"MOV,100kA,277/480V,3Y",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS57300:SPD,TVS57300,exact,SPD,"MOV,200kA,480V,3D",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS57875:SPD,TVS57875,exact,SPD,"TVSS,AC DIST MOD,(8)15A/125V",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS57876:SPD,TVS57876,exact,SPD,"MOV,200kA, 277/480V,3Y,TYPE-II     ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66368:SPD,TVS66368,exact,SPD,"MOV,600V,100KA,3D,SQD              ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66478:SPD,TVS66478,exact,SPD,"TVSS 208, 4W+G, 100KA, 3Y, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66479:SPD,TVS66479,exact,SPD,"TVSS 208, 4W+G, 200KA, 3Y, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66481:SPD,TVS66481,exact,SPD,"TVSS 480, 3W+G, 100KA, 3D, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66482:SPD,TVS66482,exact,SPD,"TVSS 480, 3W+G, 200KA, 3D, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66483:SPD,TVS66483,exact,SPD,"TVSS 480, 4W+G, 100KA, 3Y, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS66484:SPD,TVS66484,exact,SPD,"TVSS 480, 4W+G, 200KA, 3Y, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS67761:SPD,TVS67761,exact,SPD,"MOV,380/220,100KA,3Y, MERSEN       ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS69566:SPD,TVS69566,exact,SPD,"TVSS 600, 3W+G, 100KA, 3D, MERSEN",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS69600:SPD,TVS69600,exact,SPD,"TVSS,480V,200KA,3D,MERSEN,STZ-R",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS69838:SPD,TVS69838,exact,SPD,"TVSS 480, 3W+G, 240KA, 3D, SQ-D",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71794:SPD,TVS71794,exact,SPD,"TVSS 4W+G,100KA,208Y,NONC",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71795:SPD,TVS71795,exact,SPD,"TVSS 4W+G,100KA,408Y,NONC",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71798:SPD,TVS71798,exact,SPD,"TVSS 3W+G,100KA,480D,NONC",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71801:SPD,TVS71801,exact,SPD,"TVSS 4W+G,100KA,480Y,NONC,ALARM,EMI",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71803:SPD,TVS71803,exact,SPD,"TVSS 3W+G,100KA,240D,NONC,ALARM,EMI",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71804:SPD,TVS71804,exact,SPD,"TVSS 3W+G,100KA,480D,NONC,ALARM,EMI",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71805:SPD,TVS71805,exact,SPD,"TVSS 3W+G,100KA,600D,NONC,ALARM,EMI",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71810:SPD,TVS71810,exact,SPD,"TVSS 3W+G,200KA,480D,NONC",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71811:SPD,TVS71811,exact,SPD,"TVSS 3W+G,200KA,600D,NONC, EATON   ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS71816:SPD,TVS71816,exact,SPD,"TVSS 3W+G,200KA,480D,NONC,ALARM,EMI",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS73639:SPD,TVS73639,exact,SPD,"TVSS 240, 3W+G, 100KA, 3D, MERSEN  ",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVS75872:SPD,TVS75872,exact,SPD,"TVSS 4W+G,100KA,415Y,NONC,ALARM,EMI",,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVSA72618:SPD,TVSA72618,exact,SPD,QVR T2 3N 40-320 PTSU SPD          ,,Active,10,,TRUE,,,,,,,,,,,,,,
3,,TVSS PRODUCT:SPD,TVSS PRODUCT,exact,SPD,"""You must complete the Part #""",,Active,10,,TRUE,,,,,,,,,,,,,,
99,,984-00011-46:MC Breaker or Switch,984-00011-46,exact,MC Breaker or Switch,CB 250A SQD DGP36250E20,2014,Obsoleted,,,FALSE,SQD Obsoleted,,,,,,,,,,,,,
99,,984-00011-85:MC Breaker or Switch,984-00011-85,exact,MC Breaker or Switch,CB 250A SQRD DGL36250E20,2014,Obsoleted,,,FALSE,SQD Obsoleted,MCCB,Input CB,250A,35/480,"80%, LI",150,SQD,,,,,,
99,,CKB00001:MC Breaker or Switch,CKB00001,exact,MC Breaker or Switch,"3P,30A,480V,AIC18K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00002:MC Breaker or Switch,CKB00002,exact,MC Breaker or Switch,"3P,50A,480V,AIC18K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00003:MC Breaker or Switch,CKB00003,exact,MC Breaker or Switch,"3P,60A,480,AIC18K,MX10,120VST      ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000036:MC Breaker or Switch,CKB000036,exact,MC Breaker or Switch,"CB,3P 800AF\800AT,65KAIC@480V,LSI  ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,800A,65/480V,"100%, LSI",500,ETN,,,,,,
99,,CKB00004:MC Breaker or Switch,CKB00004,exact,MC Breaker or Switch,"3P,80A,480V,AIC18K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000045:MC Breaker or Switch,CKB000045,exact,MC Breaker or Switch,"3P,350A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,350A,65/480V,"80%, TM",225,ETN,,,,,,
99,,CKB00005:MC Breaker or Switch,CKB00005,exact,MC Breaker or Switch,"3P100A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000057:MC Breaker or Switch,CKB000057,exact,MC Breaker or Switch,"3P,150A,35KA,480V,ETN,80%,LUGS,LSI ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,150A,35/480V,"80%, LSI",100,ETN,,,,,,
99,,CKB00006:MC Breaker or Switch,CKB00006,exact,MC Breaker or Switch,"3P110A,600,AIC22K,MX10,120VST      ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00007:MC Breaker or Switch,CKB00007,exact,MC Breaker or Switch,"3P125A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000072:MC Breaker or Switch,CKB000072,exact,MC Breaker or Switch,"3P,80A,65KA,480V,ETN,80%,LUGS,T/M  ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00008:MC Breaker or Switch,CKB00008,exact,MC Breaker or Switch,"3P175A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00009:MC Breaker or Switch,CKB00009,exact,MC Breaker or Switch,"3P200A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00010:MC Breaker or Switch,CKB00010,exact,MC Breaker or Switch,"3P250A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00011:MC Breaker or Switch,CKB00011,exact,MC Breaker or Switch,"3P300A,600V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000127:MC Breaker or Switch,CKB000127,exact,MC Breaker or Switch,"3P,225A,25KA,480V,ETN,80%,LUGS,LSI ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000128:MC Breaker or Switch,CKB000128,exact,MC Breaker or Switch,"3P,400A,65k/480V,SQD,80%,NoLugs,LI ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00013:MC Breaker or Switch,CKB00013,exact,MC Breaker or Switch,"3P,400A,22k/600V,SQD,Lugs",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000131:MC Breaker or Switch,CKB000131,exact,MC Breaker or Switch,"3P,400A,35K,480V,ETN,80%,NO LUGS,TM",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB000132:MC Breaker or Switch,CKB000132,exact,MC Breaker or Switch,"3P,250A,35K,480V,ETN,80%,NO LUGS,TM",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00014:MC Breaker or Switch,CKB00014,exact,MC Breaker or Switch,"3P500A,600V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,500A,22/480V,"80%, TM",300,SQD,,,,,,
99,,CKB00015:MC Breaker or Switch,CKB00015,exact,MC Breaker or Switch,"3P600A,600V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,600A,22/480V,"80%, TM",350,SQD,,,,,,
99,,CKB000150:MC Breaker or Switch,CKB000150,exact,MC Breaker or Switch,"3P,400A,35KA,480V,ETN,80(2)350,LS1 ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,400A,35/480V,"80%, LSI",225,ETN,,,,,,
99,,CKB00017:MC Breaker or Switch,CKB00017,exact,MC Breaker or Switch,"3P800A,600V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,800A,22/480V,"80%, TM",500,SQD,,,,,,
99,,CKB00022:MC Breaker or Switch,CKB00022,exact,MC Breaker or Switch,"3P,50A,480V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00023:MC Breaker or Switch,CKB00023,exact,MC Breaker or Switch,"3P,60A,600V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00025:MC Breaker or Switch,CKB00025,exact,MC Breaker or Switch,"3P,80A,480V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00028:MC Breaker or Switch,CKB00028,exact,MC Breaker or Switch,"3P,100A,600V,AIC22K,MX10,NT        ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00030:MC Breaker or Switch,CKB00030,exact,MC Breaker or Switch,"3P,125A,600V,AIC22K,MX10,NT        ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00031:MC Breaker or Switch,CKB00031,exact,MC Breaker or Switch,"3P,150A,600V,AIC22K,MX10,NT        ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00032:MC Breaker or Switch,CKB00032,exact,MC Breaker or Switch,"3P,175A,600V,AIC22K,MX10,NT        ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00033:MC Breaker or Switch,CKB00033,exact,MC Breaker or Switch,"3P,200A,600V,AIC22K,MX10,NT        ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00035:MC Breaker or Switch,CKB00035,exact,MC Breaker or Switch,"3P,250A,600V,AIC22K,MX10,NT KA     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00036:MC Breaker or Switch,CKB00036,exact,MC Breaker or Switch,"3P,200A,600V,AIC22K,MX10,W/AUX     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00037:MC Breaker or Switch,CKB00037,exact,MC Breaker or Switch,"3P,250A,600V,AIC22K,MX10,NT LA     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00050:MC Breaker or Switch,CKB00050,exact,MC Breaker or Switch,"3P,50A,600V,AIC14K,MX10,ST         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00052:MC Breaker or Switch,CKB00052,exact,MC Breaker or Switch,"3P,70A,600V,AIC22K,MX15,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00105:MC Breaker or Switch,CKB00105,exact,MC Breaker or Switch,"3P,90A,480,AIC18K,MX10,120VST      ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00108:MC Breaker or Switch,CKB00108,exact,MC Breaker or Switch,"3P150A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00110:MC Breaker or Switch,CKB00110,exact,MC Breaker or Switch,"3P225A,600V,AIC22K,MX10,120VST     ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB00114:MC Breaker or Switch,CKB00114,exact,MC Breaker or Switch,"3P450A,600V,AIC22K,MX10,NT         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB0085T:MC Breaker or Switch,CKB0085T,exact,MC Breaker or Switch,"T,3P,600V,600A,50KAIC@600V,P FRAME",,Active,,,TRUE,Molded Breaker,MCCB,Input CB,600A,50/480V,"80%, LI",350,SQD,,,,,,
99,,CKB0122:MC Breaker or Switch,CKB0122,exact,MC Breaker or Switch,"PLGN KIT,T5,3P,ABB,MOVE",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB0123:MC Breaker or Switch,CKB0123,exact,MC Breaker or Switch,"PLGN KIT,T5,3P,ABB,FIX",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB0262:MC Breaker or Switch,CKB0262,exact,MC Breaker or Switch,"3P,PD3,600A,65KA@480V,MCSW,NO LUG  ",,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB0419:MC Breaker or Switch,CKB0419,exact,MC Breaker or Switch,"3P,PD4,800A,65K@480V,MCSW          ",,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB0446:MC Breaker or Switch,CKB0446,exact,MC Breaker or Switch,"3P,T5,400A,65k/480V,ABB,100%",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB04524:MC Breaker or Switch,CKB04524,exact,MC Breaker or Switch,SBR 250A 5 BREAKER ASSEMBLY        ,,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB04591:MC Breaker or Switch,CKB04591,exact,MC Breaker or Switch,"250A MCSW,2NO 2NC AUX, 24VDC       ",,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB04866:MC Breaker or Switch,CKB04866,exact,MC Breaker or Switch,DISCONNECT ASSY. MCSW 400 AMP SBR  ,,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB05069:MC Breaker or Switch,CKB05069,exact,MC Breaker or Switch,"MOD,6 MCSW,400A,65KAIC,DOC A05069A1",,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB05338:MC Breaker or Switch,CKB05338,exact,MC Breaker or Switch,"DISCONNECT ASSY,625 SBR            ",,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB05339:MC Breaker or Switch,CKB05339,exact,MC Breaker or Switch,"DISCONNECT ASSY,400 SBR            ",,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
99,,CKB05451:MC Breaker or Switch,CKB05451,exact,MC Breaker or Switch,"SQD-LCL,3P,350A,600V,65KAIC        ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB05524:MC Breaker or Switch,CKB05524,exact,MC Breaker or Switch,"CB,MC,TM,500A,3P,600V,SQ-D         ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB05546:MC Breaker or Switch,CKB05546,exact,MC Breaker or Switch,"400A,35KAIC,PLUGIN,3P,600V,120V,ST ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB05655:MC Breaker or Switch,CKB05655,exact,MC Breaker or Switch,"CKB,3P,200A,600V,22K,120VST,W/AUX  ",,Active,,,TRUE,Molded Breaker,,,,,,,,,,,,,
99,,CKB06007:MC Breaker or Switch,CKB06007,exact,MC Breaker or Switch,400A SBR ASSY 6 MCSW ROT HAND      ,,Active,,,TRUE,Ref sheet ( MCSW Tola),,,,,,,,,,,,,
