Flag_keep,Category,CompanyName_orininal,CompanyName,flag_companynamealiase,CompanyNameAlias,flag_emaildomain,EmailDomainName
TRUE,Power Reseller,Computer Power Systems  ,Computer Power Systems  ,TRUE,,TRUE,cpsfl.com
TRUE,Power Reseller,Computer Power Technology,Computer Power Technology,TRUE,,TRUE,computerpowertech.com
TRUE,IT Reseller,Computer Products Corporation,Computer Products Corporation,TRUE,,TRUE,cpc-i.com
TRUE,IT Reseller,Computer Pros  d/b/a ACES,Computer Pros  d/b/a ACES,TRUE,,TRUE,acesiowa.com
TRUE,Power Reseller,Computer Protection Technology ,Computer Protection Technology ,TRUE,,TRUE,cptups.com
TRUE,Power Reseller,Computer Room Design Corp,Computer Room Design Corp,TRUE,,TRUE,crdcorp.net
TRUE,IT Reseller,Computer Service Partners (CSP),Computer Service Partners,TRUE,CSP,TRUE,cspinc.com
TRUE,IT Reseller,Computer Solutions,Computer Solutions,TRUE,,TRUE,cs-inc.co
TRUE,IT Reseller,Computer Sources,Computer Sources,TRUE,,FALSE,optonline.net
TRUE,IT Reseller,Computer System Intelligence,Computer System Intelligence,TRUE,,TRUE,csintel.com
TRUE,IT Reseller,Computer Tech Systems ,Computer Tech Systems ,TRUE,,TRUE,ctspc.com
TRUE,IT Reseller,Computer Techs ,Computer Techs ,TRUE,,TRUE,computer-techs.us
TRUE,IT Reseller,Computer View ,Computer View ,TRUE,,TRUE,cview.net
TRUE,IT Reseller,Computer Warehouse,Computer Warehouse,TRUE,,TRUE,cwemail.com
TRUE,IT Reseller,ComputerBase,ComputerBase,TRUE,,TRUE,computerbaseusa.com
TRUE,IT Reseller,Computerland Texas  (Tyler Communications),Computerland Texas,TRUE,Tyler Communications,TRUE,cynnergytech.com
TRUE,IT Reseller,Computerware,Computerware,TRUE,,TRUE,cwit.com
TRUE,IT Reseller,Computex Technology Solutions,Computex Technology Solutions,TRUE,,TRUE,computex-inc.com
TRUE,Power Reseller,Comp-Utility,Comp-Utility,TRUE,,TRUE,comp-utility.com
TRUE,IT Reseller,Computing Plus,Computing Plus,TRUE,,TRUE,computing-plus.com
TRUE,IT Reseller,CompuWave,CompuWave,TRUE,,TRUE,compuwave.com
TRUE,IT Reseller,ComSource,ComSource,TRUE,,TRUE,comsourceny.com
TRUE,IT Reseller,ComTel Network & Telephone Solutions,ComTel Network & Telephone Solutions,TRUE,,TRUE,comtelnetworks.com
TRUE,IT Reseller,ComTest Technologies,ComTest Technologies,TRUE,,TRUE,comtest.com
TRUE,Power Reseller,Concentric (AKA Courtney Industrial Battery  ),Concentric,TRUE,Courtney Industrial Battery,TRUE,concentricusa.com
TRUE,IT Reseller,Concentric Integration,Concentric Integration,TRUE,,TRUE,goconcentric.com
TRUE,IT Reseller,"Concentric Technologies, Ltd","Concentric Technologies, Ltd",TRUE,,TRUE,concentrictech.com
TRUE,IT Reseller,Concentus (dba Internetworking Solution Professionals,Concentus,TRUE,Internetworking Solution Professionals,TRUE,concentus.net
TRUE,IT Reseller,Concise Networks,Concise Networks,TRUE,,TRUE,concisenet.net
TRUE,Power Reseller,CONDISCO ,CONDISCO ,TRUE,,TRUE,condisco.com
TRUE,Power Reseller,Conley Equipment Company,Conley Equipment Company,TRUE,,TRUE,conleytelco.com
TRUE,IT Reseller,Connect Port Colorado ,Connect Port Colorado ,TRUE,,TRUE,connectportcolorado.com
TRUE,IT Reseller,Connecting Point,Connecting Point,TRUE,,TRUE,connectingpoint.biz
TRUE,IT Reseller,CONNECTING THE DOTS ,CONNECTING THE DOTS ,TRUE,,TRUE,ctdllconline.com
TRUE,DMR,Connection/GovConnection,Connection/GovConnection,TRUE,,TRUE,connection.com
TRUE,Mechanical Manufacturing Rep,CONNECTORS FOR CONST,CONNECTORS FOR CONST,TRUE,,TRUE,
FALSE,Power Reseller,CONRARDU COMPANY,CONRARDU COMPANY,TRUE,,TRUE,CONRARDYCO.COM
TRUE,IT Reseller,Consiliant Technologies ,Consiliant Technologies ,TRUE,,TRUE,consiliant.com
TRUE,IT Reseller,Consistacom,Consistacom,TRUE,,TRUE,consistacom.com
TRUE,IT Reseller,Consolidated Electrical Distributors,Consolidated Electrical Distributors,TRUE,,TRUE,ced.com
TRUE,IT Reseller,Consolidated Technologies ,Consolidated Technologies ,TRUE,,TRUE,consoltech.com
TRUE,Power Reseller,Continental Battery Company (bought Metroplex Battery & Power Factor),Continental Battery Company,TRUE,Metroplex Battery;Power Factor,TRUE,conbtry.com
TRUE,IT Reseller,Continental Computers (DBA WLan Mall & EI Computer Systems),Continental Computers,TRUE,WLan Mall;EI Computer Systems,TRUE,conticomp.com
TRUE,IT Reseller,Continental Resources (Conres),Continental Resources,TRUE,Conres,TRUE,conres.com
TRUE,IT Reseller,CONTINUUM ,CONTINUUM ,TRUE,,TRUE,itsource.com
TRUE,IT Reseller,Contract Office Group,Contract Office Group,TRUE,,TRUE,cog.com
TRUE,IT Reseller,CONTROL AV,CONTROL AV,TRUE,,TRUE,CONTROLAVLLC.COM
TRUE,Power Reseller,Control Point Associates,Control Point Associates,TRUE,,TRUE,mindspring.com
TRUE,IT Reseller,Control System Technology,Control System Technology,TRUE,,TRUE,controlsys.com
TRUE,IT Reseller,Converge One,Converge One,TRUE,,TRUE,convergeone.com
TRUE,IT Reseller,Converged Communication Systems,Converged Communication Systems,TRUE,,TRUE,convergedsystems.com
TRUE,Power Reseller,Convergence Communications,Convergence Communications,TRUE,,TRUE,convergencegroup-llc.com
TRUE,DataComm Agent,Convergent Sales ,Convergent Sales ,TRUE,,TRUE,goconvergent.com
TRUE,IT Reseller,Convergent Technologies Group,Convergent Technologies Group,TRUE,,TRUE,ctgroupva.com
TRUE,IT Reseller,ConvergeOne Unified Technology Solutions,ConvergeOne Unified Technology Solutions,TRUE,,TRUE,convergeone.com
TRUE,IT Reseller,Converging Networks Group,Converging Networks Group,TRUE,,TRUE,consultcng.com
TRUE,IT Reseller,Convergint ( previously DBA: Business Security Products),Convergint,TRUE,Business Security Products,TRUE,networkdataproducts.com
TRUE,IT Reseller,Copeland Data Systems,Copeland Data Systems,TRUE,,TRUE,copelanddata.com
TRUE,IT Reseller,Copetek,Copetek,TRUE,,TRUE,copetek.com
TRUE,IT Reseller,Copper River IT,Copper River IT,TRUE,,TRUE,copperriverit.com
TRUE,DataComm Agent,Core Logics ,Core Logics ,TRUE,,TRUE,corelogicsinc.com
TRUE,IT Reseller,Core Power Services,Core Power Services,TRUE,,TRUE,cpspower.com
TRUE,IT Reseller,CORE TECHNOLOGY SERVICES ,CORE TECHNOLOGY SERVICES ,TRUE,,TRUE,coreitx.com
TRUE,IT Reseller,Core Technology Solutions,Core Technology Solutions,TRUE,,TRUE,coretechsolutions.com
TRUE,IT Reseller,CoreBTS,CoreBTS,TRUE,,TRUE,corebts.com
TRUE,IT Reseller,Cornerstone Technologies,Cornerstone Technologies,TRUE,,TRUE,cornerstonetechnologies.com
TRUE,IT Reseller,Corporate Computer Centers,Corporate Computer Centers,TRUE,,TRUE,hotchip.com
TRUE,IT Reseller,Corporate Computer Solutions,Corporate Computer Solutions,TRUE,,TRUE,corporatecomputersol.com
TRUE,IT Reseller,Corporate Computing,Corporate Computing,TRUE,,TRUE,ccorp.com
TRUE,IT Reseller,Corporate Information Technologies,Corporate Information Technologies,TRUE,,TRUE,corp-infotech.com
TRUE,IT Reseller,Corporate Technologies,Corporate Technologies,TRUE,,TRUE,gocoprtech.com
TRUE,IT Reseller,Corstar Communications,Corstar Communications,TRUE,,TRUE,corstar.com
TRUE,IT Reseller,Corus360,Corus360,TRUE,,TRUE,corus360.com
TRUE,IT Reseller,Corvinus Security and Automation Solutions,Corvinus Security and Automation Solutions,TRUE,,TRUE,corvinus-group.com
TRUE,Mechanical Manufacturing Rep,COSCO ORPORATED,COSCO ORPORATED,TRUE,,TRUE,
TRUE,IT Reseller,Countertrade Products,Countertrade Products,TRUE,,TRUE,countertrade.com
TRUE,IT Reseller,Covalent Systems Group,Covalent Systems Group,TRUE,,TRUE,covalentllc.com
TRUE,IT Reseller,CPAC ,CPAC ,TRUE,,TRUE,cpacinc.com
TRUE,IT Reseller,Cpak Corporation,Cpak Corporation,TRUE,,TRUE,cpak.com
TRUE,IT Reseller,CPU Distributing,CPU Distributing,TRUE,,TRUE,cpu-distrib.com
TRUE,IT Reseller,CPU Sales and Service,CPU Sales and Service,TRUE,,TRUE,cpusales.com
TRUE,IT Reseller,CPU VentureTech,CPU VentureTech,TRUE,,TRUE,cpuvtn.com
TRUE,IT Reseller,CRC Data Technologies,CRC Data Technologies,TRUE,,TRUE,crcdatatech.com
TRUE,IT Reseller,Creative Data Research,Creative Data Research,TRUE,,TRUE,cdrsoftware.com
TRUE,IT Reseller,Creative Home Engineering,Creative Home Engineering,TRUE,,TRUE,hiddenpassageway.com
TRUE,IT Reseller,Creative System Solutions,Creative System Solutions,TRUE,,TRUE,creativesystemsolutions.com
TRUE,IT Reseller,crestwood technology group,crestwood technology group,TRUE,,TRUE,ctgnow.com
TRUE,Power Reseller,Critical & Emergency Power Systems - CEPSI,Critical & Emergency Power Systems - CEPSI,TRUE,,TRUE,CEPSI.BIZ
TRUE,IT Reseller,Critical Build,Critical Build,TRUE,,TRUE,criticalbuild.com
TRUE,IT Reseller,Critical Edge,Critical Edge,TRUE,,TRUE,criticaledgetech.com
TRUE,Power Reseller,Critical Infrastructure Solutions (CIS),Critical Infrastructure Solutions,TRUE,CIS,TRUE,powerofcis.com
TRUE,IT Reseller,Critical Power Group,Critical Power Group,TRUE,,TRUE,criticalpowergroup.com
TRUE,Power Reseller,Critical Power Products & Services  DBA Critical Power Exchange,Critical Power Products & Services  DBA Critical Power Exchange,TRUE,,TRUE,criticalpower.com
TRUE,Power Reseller,Critical Power Resource,Critical Power Resource,TRUE,,TRUE,cpr-nc.com
TRUE,IT Reseller,Critical Power Services,Critical Power Services,TRUE,,TRUE,criticalpowerservices.com
TRUE,Power Reseller,Critical Power Systems,Critical Power Systems,TRUE,,TRUE,criticalpowersystemsinc.tech
TRUE,Power Reseller,Critical Power Technologies ,Critical Power Technologies ,TRUE,,TRUE,criticalpower.net
TRUE,Power Reseller,Critical Spaces,Critical Spaces,TRUE,,TRUE,criticalspaces.com
TRUE,IT Reseller,Cross-Circuit Networks,Cross-Circuit Networks,TRUE,,TRUE,cross-circuit.com
TRUE,IT Reseller,Crossconnect Engineering ,Crossconnect Engineering ,TRUE,,TRUE,crossconnect.com
TRUE,IT Reseller,Crown Point Systems,Crown Point Systems,TRUE,,TRUE,crownpointsystems.com
TRUE,IT Reseller,CS Business Systems,CS Business Systems,TRUE,,TRUE,csbusiness.com
TRUE,DataComm Distributor,CSC,CSC,TRUE,,FALSE,gocsc.com
TRUE,IT Reseller,CSF International,CSF International,TRUE,,TRUE,csfi.com
TRUE,IT Reseller,"CSI Colorado,","CSI Colorado,",TRUE,,TRUE,csicolorado.us
TRUE,IT Reseller,CSI of the Southeast,CSI of the Southeast,TRUE,,TRUE,csise.com
TRUE,IT Reseller,CSP Enterprises,CSP Enterprises,TRUE,,TRUE,cspenterprises.com
TRUE,IT Reseller,CSPi (aka: Modcomp Systems & Solutions),Modcomp Systems & Solutions,TRUE,CSPi,TRUE,modcomp.com
TRUE,IT Reseller,Cstor,Cstor,TRUE,,TRUE,cstor.com
TRUE,IT Reseller,CSW Superior IT Solutions,CSW Superior IT Solutions,TRUE,,TRUE,cswas.com
TRUE,IT Reseller,CSY Technologies,CSY Technologies,TRUE,,TRUE,csytech.com
TRUE,IT Reseller,CTS North,CTS North,TRUE,,TRUE,ctsnorth.com
TRUE,IT Reseller,CTTS,CTTS,TRUE,,TRUE,cttsonline.com
TRUE,Power Reseller,CUESTA POWER SOLUTIONS,CUESTA POWER SOLUTIONS,TRUE,J.E. Cuesta,TRUE,jecuesta.com
TRUE,Power Reseller,Cumberland Electronics - Edge Member,Cumberland Electronics - Edge Member,TRUE,,TRUE,ce3s.com
TRUE,IT Reseller,Cumberland Group,Cumberland Group,TRUE,,TRUE,cumberland.com
TRUE,IT Reseller,Current Technologies Corporation,Current Technologies Corporation,TRUE,,TRUE,currenttech.net
TRUE,IT Reseller,Curvature,Curvature,TRUE,,TRUE,curvature.com
TRUE,IT Reseller,Custom Computer Source,Custom Computer Source,TRUE,,TRUE,ccsmn.com
TRUE,Power Reseller,Custom Control Mfr of Ks ,Custom Control Mfr of Ks ,TRUE,,TRUE,customcontrolmfr.com
TRUE,IT Reseller,Custom Networks,Custom Networks,TRUE,,TRUE,customnetworks.net
TRUE,IT Reseller,CWCASTLE ASSOCIATES,CWCASTLE ASSOCIATES,TRUE,,TRUE,cwcastle.com
TRUE,IT Reseller,CWPS (COMPUTER WORD PROCESSING SYS  ),COMPUTER WORD PROCESSING SYS,TRUE,CWPS,TRUE,cwps.com
TRUE,IT Reseller,CXtec,CXtec,TRUE,,TRUE,cxtec.com
TRUE,IT Reseller,Cya Companies ,Cya Companies ,TRUE,,TRUE,cyacs.com
TRUE,IT Reseller,CyberCore Technologies,CyberCore Technologies,TRUE,,TRUE,cybercoretech.com
TRUE,IT Reseller,Cybernut Solutions,Cybernut Solutions,TRUE,,TRUE,cybernut.net
TRUE,IT Reseller,CyberSecurity A-Team,CyberSecurity A-Team,TRUE,,TRUE,CyberSecurity-A-Team.com
TRUE,IT Reseller,Cyberstorm ,Cyberstorm ,TRUE,,TRUE,cyberstorm.org
TRUE,IT Reseller,Cygnus Solutions,Cygnus Solutions,TRUE,,TRUE,cygnus-solutions.com
TRUE,IT Reseller,Cynergy Professional Systems,Cynergy Professional Systems,TRUE,,TRUE,cynergy.pro
TRUE,IT Reseller,"Cypress Consulting Group, Ltd","Cypress Consulting Group, Ltd",TRUE,,TRUE,cypgrp.com
TRUE,Power Reseller,D&B POWER ASSOCIATES COM,D&B POWER ASSOCIATES COM,TRUE,,TRUE,dbpowerinc.com
TRUE,IT Reseller,D&D Logistics ,D&D Logistics ,TRUE,,FALSE,gmail.com
TRUE,IT Reseller,D Carey Services,D Carey Services,TRUE,,TRUE,dcareyservices.com
TRUE,IT Reseller,D2DIS,D2DIS,TRUE,,TRUE,d2dis.com
TRUE,IT Reseller,Dagostino Electronic Services,Dagostino Electronic Services,TRUE,,TRUE,descomm.com
TRUE,IT Reseller,Dailey and Wells Communications,Dailey and Wells Communications,TRUE,,TRUE,DWComm.com
TRUE,Power Reseller,DaKri Corporation,DaKri Corporation,TRUE,,FALSE,aol.com
TRUE,IT Reseller,Dalvey Media Solutions,Dalvey Media Solutions,TRUE,,FALSE,gmail.com
TRUE,IT Reseller,Daly Computers,Daly Computers,TRUE,,TRUE,daly.com
TRUE,IT Reseller,Danquah Group ,Danquah Group ,TRUE,,TRUE,danquahgroup.com
TRUE,IT Reseller,Dash Technologies ,Dash Technologies ,TRUE,,TRUE,dashtechinc.com
TRUE,IT Reseller,Dasher Technologies,Dasher Technologies,TRUE,,TRUE,dasher.com
TRUE,IT Reseller,DATA CENTER SOLUTIONS ,DATA CENTER SOLUTIONS ,TRUE,,TRUE,dcentersolutions.com
TRUE,IT Reseller,data center warehouse,data center warehouse,TRUE,,TRUE,4dcw.com
TRUE,IT Reseller,Data Consultants Corporation,Data Consultants Corporation,TRUE,,TRUE,dccil.com
TRUE,IT Reseller,Data Enterprise Systmes,Data Enterprise Systmes,TRUE,,TRUE,dataenterprisesys.com
TRUE,IT Reseller,Data Network Group,Data Network Group,TRUE,,TRUE,dngnet.com
TRUE,IT Reseller,Data Network Solutions,Data Network Solutions,TRUE,,TRUE,datanetworksolutions.com
TRUE,IT Reseller,Data Optics Cable,Data Optics Cable,TRUE,,TRUE,dataoptics.net
TRUE,IT Reseller,Data Path,Data Path,TRUE,,TRUE,datapathusa.com
TRUE,Power Reseller,Data Power Solutions,Data Power Solutions,TRUE,,TRUE,datapowersolution.com
FALSE,Power Reseller,Data Power Systems,Data Power Systems,TRUE,,FALSE,optonline.net
TRUE,IT Reseller,Data Strategy,Data Strategy,TRUE,,TRUE,data-strategy.com
TRUE,IT Reseller,Data Systems,Data Systems,TRUE,,TRUE,rdsdsi.com
TRUE,IT Reseller,Data Trends Technology Corporation,Data Trends Technology Corporation,TRUE,,TRUE,datatrends.net
TRUE,IT Reseller,databit ,databit ,TRUE,,TRUE,databitinc.com
TRUE,IT Reseller,Dataknox Solutions ,Dataknox Solutions ,TRUE,,TRUE,dataknox.io
TRUE,IT Reseller,Datalink Corporation,Datalink Corporation,TRUE,,TRUE,datalink.com
TRUE,IT Reseller,dataLogistics Corporation,dataLogistics Corporation,TRUE,,TRUE,datalogistics.com
TRUE,IT Reseller,DataNet IT,DataNet IT,TRUE,,TRUE,datanetit.com
TRUE,IT Reseller,Data-pages,Data-pages,TRUE,,TRUE,data-pages.com
TRUE,IT Reseller,data-pages,data-pages,TRUE,,TRUE,data-pages.com
TRUE,IT Reseller,DataPath ,DataPath ,TRUE,,TRUE,datapath.com
TRUE,IT Reseller,Dataprise,Dataprise,TRUE,,TRUE,dataprise.com
TRUE,Power Reseller,DataSpan,DataSpan,TRUE,,TRUE,dataspan.com
TRUE,IT Reseller,DataVizion,DataVizion,TRUE,,TRUE,datavizion.com
TRUE,IT Reseller,Datavocity,Datavocity,TRUE,,TRUE,datavocity.com
TRUE,IT Reseller,Dataworks Consulting,Dataworks Consulting,TRUE,,TRUE,dataworksconsulting.com
TRUE,IT Reseller,Datec ,Datec ,TRUE,,TRUE,datecinc.net
TRUE,IT Reseller,Datel Systems ,Datel Systems ,TRUE,,TRUE,datelsys.com
TRUE,IT Reseller,Datfax Services Corp,Datfax Services Corp,TRUE,,TRUE,datfax.com
TRUE,IT Reseller,Datum Point/Residental Technology,Datum Point/Residental Technology,TRUE,,TRUE,datumpointllc.com
TRUE,IT Reseller,David Lide & Associates,David Lide & Associates,TRUE,,TRUE,davidlide.com
TRUE,IT Reseller,DAVID W HEIMAN ,DAVID W HEIMAN ,TRUE,,TRUE,ct-delmar.com
TRUE,Power Reseller,Davis & Davis,Davis & Davis,TRUE,,TRUE,davisdavisco.com
TRUE,Power Reseller,Davis Infrastructure,Davis Infrastructure,TRUE,,TRUE,davisinfra.com
TRUE,IT Reseller,Day 1 Services,Day 1 Services,TRUE,,TRUE,day1s.com
TRUE,IT Reseller,DBISP ,DBISP ,TRUE,,TRUE,dbispllc.com
TRUE,Power Reseller,DC Group,DC Group,TRUE,,TRUE,DC-Group.com
TRUE,IT Reseller,DC Plus,DC Plus,TRUE,,TRUE,dcplus.net
TRUE,IT Reseller,DCG/AeroLIMS,DCG/AeroLIMS,TRUE,,TRUE,aerospacelims.com
TRUE,IT Reseller,DealFlow Networks,DealFlow Networks,TRUE,,TRUE,dealflownetworks.com
TRUE,IT Reseller,"Dean Schamore , DBA Digital Connections Plus","Dean Schamore , DBA Digital Connections Plus",TRUE,,TRUE,webdcplus.com
TRUE,IT Reseller,DeBug Computer,DeBug Computer,TRUE,,TRUE,debugcomputer.net
TRUE,IT Reseller,Decision Tree ,Decision Tree ,TRUE,,TRUE,dtreetech.com
TRUE,IT Reseller,Decisive Data Systems,Decisive Data Systems,TRUE,,TRUE,ddsystems.net
TRUE,IT Reseller,DecoTech Systems,DecoTech Systems,TRUE,,TRUE,decotech.com
TRUE,IT Reseller,DEDICATED COMPUTING,DEDICATED COMPUTING,TRUE,,TRUE,dedicatedcomputing.com
TRUE,IT Reseller,Deerwood Technologies,Deerwood Technologies,TRUE,,TRUE,deertech.com
TRUE,IT Reseller,DEGTek Systems,DEGTek Systems,TRUE,,TRUE,degtek.com
TRUE,Power Reseller,Delande Supply Co,Delande Supply Co,TRUE,,TRUE,delande.com
TRUE,IT Reseller,Delcom Group,Delcom Group,TRUE,,TRUE,delcomgroup.com
TRUE,DMR,Dell,Dell,TRUE,,TRUE,Dellteam.com
TRUE,IT Reseller,Delta Network Services,Delta Network Services,TRUE,,TRUE,delta-ns.com
TRUE,IT Reseller,DeltaWare ,DeltaWare ,TRUE,,TRUE,deltawareinc.com
TRUE,IT Reseller,Deltec Solutions,Deltec Solutions,TRUE,,TRUE,deltecsolutions.com
TRUE,IT Reseller,Denali Advanced Integration (3MD),Denali Advanced Integration,TRUE,3MD,TRUE,denaliai.com
TRUE,Mechanical Manufacturing Rep,DENALI INDUSTRIAL SUPPLY ,DENALI INDUSTRIAL SUPPLY ,TRUE,,TRUE,
TRUE,IT Reseller,Derive Technologies,Derive Technologies,TRUE,,TRUE,derivetech.com
TRUE,IT Reseller,Desert Communications,Desert Communications,TRUE,,TRUE,descominc.com
TRUE,Mechanical Manufacturing Rep,DESIGN AIR,DESIGN AIR,TRUE,,TRUE,
TRUE,IT Reseller,destin enterprise systems,destin enterprise systems,TRUE,,TRUE,destinsystems.com
TRUE,IT Reseller,Devlin Consulting Group,Devlin Consulting Group,TRUE,,TRUE,devlinconsultinggroup.com
TRUE,IT Reseller,DGR Systems,DGR Systems,TRUE,,TRUE,dgrsystems.com
TRUE,IT Reseller,DH Technologies,DH Technologies,TRUE,,TRUE,dhtechnologies.com
TRUE,IT Reseller,"DI Technology Group, dba Data Impressions","DI Technology Group, dba Data Impressions",TRUE,,TRUE,dataimpressions.com
TRUE,IT Reseller,Dicar Networks,Dicar Networks,TRUE,,TRUE,dicarnetworks.com
TRUE,IT Reseller,diEpic,diEpic,TRUE,,TRUE,diepic.com
TRUE,IT Reseller,Digicorp,Digicorp,TRUE,,TRUE,digicorp-inc.com
TRUE,IT Reseller,DigiMax Productions,DigiMax Productions,TRUE,,TRUE,digimaxproductions.com
TRUE,IT Reseller,Digital Connections,Digital Connections,TRUE,,TRUE,digitalconnections.com
TRUE,IT Reseller,Digital Dynamics ,Digital Dynamics ,TRUE,,TRUE,digdyn.net
TRUE,IT Reseller,Digital Onesource Consulting Solutions (DOCS),Digital Onesource Consulting Solutions,TRUE,DOCS,TRUE,docsconsulting.net
TRUE,IT Reseller,Digital Plaza,Digital Plaza,TRUE,,TRUE,digitalplazadirect.com
TRUE,IT Reseller,Digital Seattle,Digital Seattle,TRUE,,TRUE,digitalseattle.com
TRUE,IT Reseller,Digital Technologies ,Digital Technologies ,TRUE,,TRUE,digitaltech.com
TRUE,IT Reseller,DigitalGenetix,DigitalGenetix,TRUE,,TRUE,digitalgenetix.com
TRUE,DataComm Agent,DigiTech Sales,DigiTech Sales,TRUE,,TRUE,digitechsales.com
TRUE,IT Reseller,Diltex,Diltex,TRUE,,TRUE,diltexinc.com
TRUE,IT Reseller,Dimension Data North America,Dimension Data North America,TRUE,,TRUE,dimensiondata.com
TRUE,IT Reseller,Direct Deals ,Direct Deals ,TRUE,,TRUE,directdeals.com
TRUE,IT Reseller,Direct Source,Direct Source,TRUE,,TRUE,directsource.com
TRUE,IT Reseller,Direct Technology Group,Direct Technology Group,TRUE,,TRUE,directtechnologygroup.com
TRUE,IT Reseller,Directec Corporation,Directec Corporation,TRUE,,TRUE,directv.com
TRUE,Power Reseller,DirectNET/42U,DirectNET/42U,TRUE,,TRUE,42U.com
TRUE,IT Reseller,Discovery Solutions ,Discovery Solutions ,TRUE,,TRUE,discoverysolutionsinc.com
TRUE,IT Reseller,Diskomp Computer Sales Ltd,Diskomp Computer Sales Ltd,TRUE,,TRUE,diskomp.com
TRUE,IT Reseller,DISTRIBUTED DATA SERVICES,DISTRIBUTED DATA SERVICES,TRUE,,TRUE,distdata.com
TRUE,IT Reseller,Distributed Technology Group ,Distributed Technology Group ,TRUE,,TRUE,dtg.com
TRUE,IT Reseller,DISYS Solutions,DISYS Solutions,TRUE,,TRUE,dsitech.com
TRUE,IT Reseller,Diversified Business Systems (DBS),Diversified Business Systems,TRUE,DBS,TRUE,dbsinet.com
TRUE,IT Reseller,Diversified Digital,Diversified Digital,TRUE,,TRUE,diversifieddigital.com
TRUE,IT Reseller,Diversity-IT,Diversity-IT,TRUE,,TRUE,diversity-it.com
TRUE,IT Reseller,DJJ Technologies,DJJ Technologies,TRUE,,TRUE,djjtechnologies.com
TRUE,IT Reseller,DK Tech Solutions,DK Tech Solutions,TRUE,,TRUE,dktechsolutions.com
TRUE,IT Reseller,DMI Technology Group,DMI Technology Group,TRUE,,TRUE,dmitech.com
TRUE,IT Reseller,DMS Systems Corp,DMS Systems Corp,TRUE,,TRUE,dms-systems.com
TRUE,IT Reseller,Dods Communications,Dods Communications,TRUE,,TRUE,tdods.com
TRUE,IT Reseller,Dolomite Technology,Dolomite Technology,TRUE,,TRUE,dolomitelv.com
TRUE,IT Reseller,"Domain Technology Group, Inv","Domain Technology Group, Inv",TRUE,,TRUE,domain-group.com
TRUE,IT Reseller,DominionTech ,DominionTech ,TRUE,,TRUE,dominiontech.com
TRUE,IT Reseller,Downtown Computer,Downtown Computer,TRUE,,TRUE,downtowncomputer.com
TRUE,IT Reseller,DPC Systems,DPC Systems,TRUE,,TRUE,dpcsystems.com
TRUE,IT Reseller,DR IT,DR IT,TRUE,,TRUE,dr-it.com
TRUE,IT Reseller,DRAYCOR,DRAYCOR,TRUE,,TRUE,DRAYCOR.COM
TRUE,Power Reseller,Driscoll Automatic,Driscoll Automatic,TRUE,,TRUE,driscollautomatic.com
TRUE,IT Reseller,driveworks,driveworks,TRUE,,TRUE,driveworks.com
TRUE,IT Reseller,DSC Solutions,DSC Solutions,TRUE,,TRUE,dscfl.com
TRUE,IT Reseller,DSN Group,DSN Group,TRUE,,TRUE,dsngroup.net
TRUE,IT Reseller,DSR,DSR,TRUE,,TRUE,dsr-inc.com
TRUE,IT Reseller,DTC Computer Supplies,DTC Computer Supplies,TRUE,,TRUE,datatapes.biz
TRUE,IT Reseller,Dublin Technologies,Dublin Technologies,TRUE,,TRUE,dublintechnologiesincs.com
TRUE,IT Reseller,Duey's Computer Service,Duey's Computer Service,TRUE,,TRUE,duey.biz
TRUE,Mechanical Manufacturing Rep,DUNPHEY-SMITH CO,DUNPHEY-SMITH CO,TRUE,,TRUE,
TRUE,IT Reseller,Dynamic Computer Corporation,Dynamic Computer Corporation,TRUE,,TRUE,dcc-online.com
TRUE,IT Reseller,Dynamic IT Solutions,Dynamic IT Solutions,TRUE,,TRUE,dynamicits.com
TRUE,IT Reseller,Dynamic Media Technologies,Dynamic Media Technologies,TRUE,,TRUE,dymedtec.com
TRUE,IT Reseller,"Dynamic Systems,","Dynamic Systems,",TRUE,,TRUE,DynamicSystemsInc.com
TRUE,IT Reseller,Dynamix Group,Dynamix Group,TRUE,,TRUE,dynamixgroup.com
TRUE,IT Reseller,Dyntek,Dyntek,TRUE,,TRUE,dyntek.com
TRUE,IT Reseller,E & E Tech,E & E Tech,TRUE,,TRUE,poweronpro.com
TRUE,Power Reseller,E Technologies,E Technologies,TRUE,,TRUE,etechnologies.com
TRUE,IT Reseller,ecomm Technologies,ecomm Technologies,TRUE,,TRUE,ecommt.com
TRUE,IT Reseller,E2 Optics,E2 Optics,TRUE,,TRUE,e2optics.com
TRUE,IT Reseller,E2 Services ,E2 Services ,TRUE,,TRUE,e2services.net
TRUE,IT Reseller,Eagle Eye IT ,Eagle Eye IT ,TRUE,,TRUE,eagleyeit.com
TRUE,IT Reseller,EAGLE SECURE SOLUTIONS,EAGLE SECURE SOLUTIONS,TRUE,,TRUE,eaglesecuresolutions.com
TRUE,IT Reseller,Eagle Tech Corp,Eagle Tech Corp,TRUE,,TRUE,eagletechcorp.com
TRUE,Power Reseller,EAPS Partner - TEST ONLY,EAPS Partner - TEST ONLY,TRUE,,FALSE,eaton.com
TRUE,IT Reseller,EarthBend  dba EarthBend,EarthBend  dba EarthBend,TRUE,,TRUE,earthbend.com
TRUE,IT Reseller,Eastern Computer Exchange,Eastern Computer Exchange,TRUE,,TRUE,ecei.com
TRUE,IT Reseller,Eastern Data of Virginia ,Eastern Data of Virginia ,TRUE,,TRUE,easterndata.com
